## Wed Jan 24 14:51:26 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Xanthobacter_chromosome_4322	78245.Xaut_3308	6.05e-155	438.0	COG1024@1|root,COG1024@2|Bacteria,1MWZC@1224|Proteobacteria,2TRYS@28211|Alphaproteobacteria,3EY7Y@335928|Xanthobacteraceae	28211|Alphaproteobacteria	I	Belongs to the enoyl-CoA hydratase isomerase family	paaF	-	4.2.1.17	ko:K01692	ko00071,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00410,ko00627,ko00640,ko00650,ko00903,ko00930,ko01100,ko01110,ko01120,ko01130,ko01212,map00071,map00280,map00281,map00310,map00360,map00362,map00380,map00410,map00627,map00640,map00650,map00903,map00930,map01100,map01110,map01120,map01130,map01212	M00032,M00087	R03026,R03045,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05595,R06411,R06412,R06942,R08093	RC00831,RC00834,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115	ko00000,ko00001,ko00002,ko01000	-	-	-	ECH_1
Xanthobacter_chromosome_4323	1131814.JAFO01000001_gene2977	1.73e-175	501.0	COG0582@1|root,COG0582@2|Bacteria,1MU23@1224|Proteobacteria,2TS2G@28211|Alphaproteobacteria,3EZU0@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	Belongs to the 'phage' integrase family	intB	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_3,Phage_integrase
Xanthobacter_chromosome_4324	1168065.DOK_11127	3.72e-15	70.1	COG3311@1|root,COG3311@2|Bacteria	2|Bacteria	K	DNA excision	alpA	-	-	ko:K07733	-	-	-	-	ko00000,ko03000	-	-	-	Phage_AlpA
Xanthobacter_chromosome_4325	78245.Xaut_0220	6.4e-53	166.0	COG2963@1|root,COG2963@2|Bacteria,1MZ3D@1224|Proteobacteria,2UBSS@28211|Alphaproteobacteria,3F1YB@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	PFAM transposase IS3 IS911 family protein	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_Tnp_1
Xanthobacter_chromosome_4326	78245.Xaut_3736	6.65e-190	530.0	COG2801@1|root,COG2801@2|Bacteria,1MVN5@1224|Proteobacteria,2TQK0@28211|Alphaproteobacteria,3F1JR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	PFAM Integrase catalytic region	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_3
Xanthobacter_chromosome_4327	1131814.JAFO01000001_gene1446	3.23e-46	166.0	COG5283@1|root,COG5283@2|Bacteria,1NFKU@1224|Proteobacteria,2U36H@28211|Alphaproteobacteria,3F1GF@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Phage-related minor tail protein	-	-	-	-	-	-	-	-	-	-	-	-	PhageMin_Tail
Xanthobacter_chromosome_4328	438753.AZC_1932	8.86e-55	171.0	COG2963@1|root,COG2963@2|Bacteria,1RGZ5@1224|Proteobacteria,2UAIS@28211|Alphaproteobacteria,3F29A@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Tnp_1
Xanthobacter_chromosome_4329	438753.AZC_0217	1.06e-168	473.0	COG2801@1|root,COG2801@2|Bacteria,1MVN5@1224|Proteobacteria,2TQK0@28211|Alphaproteobacteria,3F1JR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	PFAM Integrase catalytic region	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve,rve_3
Xanthobacter_chromosome_4330	1131814.JAFO01000001_gene1446	3.67e-150	452.0	COG5283@1|root,COG5283@2|Bacteria,1NFKU@1224|Proteobacteria,2U36H@28211|Alphaproteobacteria,3F1GF@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Phage-related minor tail protein	-	-	-	-	-	-	-	-	-	-	-	-	PhageMin_Tail
Xanthobacter_chromosome_4332	1101190.ARWB01000001_gene2324	1.7e-18	83.6	2EDX3@1|root,337S4@2|Bacteria,1NA55@1224|Proteobacteria,2UHFH@28211|Alphaproteobacteria,3711U@31993|Methylocystaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_4333	78245.Xaut_4498	1.48e-43	146.0	2CDSP@1|root,32RYD@2|Bacteria,1N213@1224|Proteobacteria,2UFIC@28211|Alphaproteobacteria,3F1ZK@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_4334	1131814.JAFO01000001_gene1467	1.86e-75	241.0	COG4388@1|root,COG4388@2|Bacteria,1RA2J@1224|Proteobacteria,2U7IQ@28211|Alphaproteobacteria,3F1JJ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Mu-like prophage I protein	-	-	-	-	-	-	-	-	-	-	-	-	Mu-like_Pro
Xanthobacter_chromosome_4335	1123247.AUIJ01000001_gene1549	4.67e-126	368.0	COG4397@1|root,COG4397@2|Bacteria,1MWX8@1224|Proteobacteria,2U0B4@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Mu-like prophage major head subunit gpT	-	-	-	-	-	-	-	-	-	-	-	-	Mu-like_gpT
Xanthobacter_chromosome_4340	414684.RC1_1485	1.13e-36	132.0	COG2932@1|root,COG2932@2|Bacteria,1NHVF@1224|Proteobacteria,2UUXY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	Mu DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Tnp_Mu_1
Xanthobacter_chromosome_4341	78245.Xaut_2850	4.8e-247	692.0	COG3852@1|root,COG3852@2|Bacteria,1QU3S@1224|Proteobacteria,2TVY7@28211|Alphaproteobacteria,3F2D8@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain	regM	-	-	-	-	-	-	-	-	-	-	-	HATPase_c
Xanthobacter_chromosome_4342	78245.Xaut_2849	3.07e-49	159.0	COG1925@1|root,COG1925@2|Bacteria,1N6RM@1224|Proteobacteria,2UC0H@28211|Alphaproteobacteria,3EZXB@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	PTS HPr component phosphorylation site	ptsH	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006808,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0044424,GO:0044464,GO:0050789,GO:0051179,GO:0051234,GO:0065007,GO:0071702	-	ko:K11189	-	-	-	-	ko00000,ko02000	4.A.2.1	-	-	PTS-HPr
Xanthobacter_chromosome_4343	438753.AZC_4068	2.18e-81	242.0	COG2893@1|root,COG2893@2|Bacteria,1RHH7@1224|Proteobacteria,2U9E5@28211|Alphaproteobacteria,3EZJ4@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	PTS system fructose IIA component	manX	-	2.7.1.191	ko:K02793	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	M00276	R02630	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1	-	-	EIIA-man
Xanthobacter_chromosome_4344	78245.Xaut_2847	1.44e-44	150.0	COG1493@1|root,COG1493@2|Bacteria,1NNN5@1224|Proteobacteria,2UFPB@28211|Alphaproteobacteria,3EZY7@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	HPr Serine kinase C-terminal domain	hprK	-	-	ko:K06023	-	-	-	-	ko00000,ko01000	-	-	-	Hpr_kinase_C
Xanthobacter_chromosome_4345	78245.Xaut_2846	0.0	947.0	COG0642@1|root,COG2205@2|Bacteria,1N17V@1224|Proteobacteria,2TS69@28211|Alphaproteobacteria,3EXZP@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	Stimulus-sensing domain	chvG	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.7.13.3	ko:K14980	ko02020,map02020	M00520	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA,Sensor_TM1,Stimulus_sens_1
Xanthobacter_chromosome_4346	78245.Xaut_2845	2.69e-162	454.0	COG0745@1|root,COG0745@2|Bacteria,1MVCB@1224|Proteobacteria,2TR43@28211|Alphaproteobacteria,3EYTZ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	Transcriptional regulatory protein, C terminal	chvI	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	-	ko:K14981	ko02020,map02020	M00520	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
Xanthobacter_chromosome_4347	1131814.JAFO01000001_gene1167	2.66e-112	328.0	COG0748@1|root,COG0748@2|Bacteria,1RFVC@1224|Proteobacteria,2TV14@28211|Alphaproteobacteria,3EZH5@335928|Xanthobacteraceae	28211|Alphaproteobacteria	P	Pyridoxamine 5'-phosphate oxidase	MA20_19930	-	-	ko:K07226	-	-	-	-	ko00000	-	-	-	DUF2470,Putative_PNPOx,Pyrid_oxidase_2
Xanthobacter_chromosome_4348	1131814.JAFO01000001_gene1166	0.0	1006.0	COG1866@1|root,COG1866@2|Bacteria,1MWXN@1224|Proteobacteria,2TRC4@28211|Alphaproteobacteria,3EZ0G@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA	pckA	GO:0003674,GO:0003824,GO:0004611,GO:0004612,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016829,GO:0016830,GO:0016831,GO:0019318,GO:0019319,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046364,GO:0071704,GO:1901576	4.1.1.49	ko:K01610	ko00010,ko00020,ko00620,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01130,map01200	M00003,M00170	R00341	RC00002,RC02741	ko00000,ko00001,ko00002,ko01000	-	-	-	PEPCK_ATP
Xanthobacter_chromosome_4349	1038858.AXBA01000040_gene3064	5.97e-55	173.0	COG1742@1|root,COG1742@2|Bacteria,1MZI8@1224|Proteobacteria,2UBWY@28211|Alphaproteobacteria,3EZXE@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Uncharacterised BCR, YnfA/UPF0060 family	-	-	-	ko:K09771	-	-	-	-	ko00000,ko02000	2.A.7.26	-	-	UPF0060
Xanthobacter_chromosome_4350	78245.Xaut_1381	2.42e-139	401.0	COG1947@1|root,COG1947@2|Bacteria,1MVU3@1224|Proteobacteria,2TUFV@28211|Alphaproteobacteria,3EXVC@335928|Xanthobacteraceae	28211|Alphaproteobacteria	F	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0050515	2.7.1.148	ko:K00919	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
Xanthobacter_chromosome_4351	78245.Xaut_1382	4.54e-266	746.0	COG0457@1|root,COG0457@2|Bacteria,1MYB8@1224|Proteobacteria,2TQV5@28211|Alphaproteobacteria,3EY7B@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	TPR repeat	MA20_42300	-	-	-	-	-	-	-	-	-	-	-	TPR_16,TPR_19,TPR_2,TPR_6,TPR_7,TPR_8
Xanthobacter_chromosome_4352	78245.Xaut_2218	1.31e-38	132.0	COG5416@1|root,COG5416@2|Bacteria,1PP5Y@1224|Proteobacteria,2VCH5@28211|Alphaproteobacteria,3F037@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Lipopolysaccharide assembly protein A domain	-	-	-	-	-	-	-	-	-	-	-	-	LapA_dom
Xanthobacter_chromosome_4353	1131814.JAFO01000001_gene596	4.5e-58	180.0	COG0776@1|root,COG0776@2|Bacteria,1MZ7M@1224|Proteobacteria,2UBR5@28211|Alphaproteobacteria,3EZQ4@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control	himD	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141	-	ko:K05788	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
Xanthobacter_chromosome_4354	1131814.JAFO01000001_gene595	1.4e-186	523.0	COG0616@1|root,COG0616@2|Bacteria,1MUXE@1224|Proteobacteria,2TSXA@28211|Alphaproteobacteria,3EY0Q@335928|Xanthobacteraceae	28211|Alphaproteobacteria	OU	Peptidase family S49	sppA	-	-	ko:K04773	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_S49
Xanthobacter_chromosome_4355	1131814.JAFO01000001_gene604	4.63e-63	197.0	COG1051@1|root,COG1051@2|Bacteria,1N0YW@1224|Proteobacteria,2UC2E@28211|Alphaproteobacteria,3EZY1@335928|Xanthobacteraceae	28211|Alphaproteobacteria	F	NUDIX domain	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
Xanthobacter_chromosome_4356	78245.Xaut_2222	2.48e-105	308.0	COG0625@1|root,COG0625@2|Bacteria,1RA05@1224|Proteobacteria,2TS58@28211|Alphaproteobacteria,3F1E8@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	Glutathione S-transferase, C-terminal domain	MA20_23980	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_2,GST_N,GST_N_3
Xanthobacter_chromosome_4357	1131814.JAFO01000001_gene3930	2.43e-196	553.0	COG0665@1|root,COG0665@2|Bacteria,1N1TN@1224|Proteobacteria,2TR7B@28211|Alphaproteobacteria,3F043@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	FAD dependent oxidoreductase	thiO	-	1.4.3.19	ko:K03153	ko00730,ko01100,map00730,map01100	-	R07463	RC01788	ko00000,ko00001,ko01000	-	-	-	DAO
Xanthobacter_chromosome_4358	78245.Xaut_2224	1.03e-25	96.7	COG2104@1|root,COG2104@2|Bacteria,1NG8E@1224|Proteobacteria,2VCJZ@28211|Alphaproteobacteria,3F22Z@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	ThiS family	-	-	-	ko:K03154	ko04122,map04122	-	-	-	ko00000,ko00001	-	-	-	ThiS
Xanthobacter_chromosome_4359	1131814.JAFO01000001_gene3932	7.89e-173	484.0	COG2022@1|root,COG2022@2|Bacteria,1N0N5@1224|Proteobacteria,2TSXS@28211|Alphaproteobacteria,3EZFQ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S	thiG	-	2.8.1.10	ko:K03149	ko00730,ko01100,map00730,map01100	-	R10247	RC03096,RC03097,RC03461	ko00000,ko00001,ko01000	-	-	-	ThiG,ThiS
Xanthobacter_chromosome_4360	78245.Xaut_2226	1.04e-82	251.0	COG0352@1|root,COG0352@2|Bacteria,1RJXR@1224|Proteobacteria,2U9UE@28211|Alphaproteobacteria,3F1HR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Thiamine monophosphate synthase	-	-	2.5.1.3	ko:K00788	ko00730,ko01100,map00730,map01100	M00127	R03223,R10712	RC00224,RC03255,RC03397	ko00000,ko00001,ko00002,ko01000	-	-	-	TMP-TENI
Xanthobacter_chromosome_4361	78245.Xaut_1346	1.22e-270	741.0	COG1960@1|root,COG1960@2|Bacteria,1MVAH@1224|Proteobacteria,2TR02@28211|Alphaproteobacteria,3F10R@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	Acyl-CoA dehydrogenase, middle domain	-	-	1.3.8.7	ko:K00249	ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320	M00013,M00036,M00087	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
Xanthobacter_chromosome_4362	1117943.SFHH103_02515	8.9e-183	519.0	COG1804@1|root,COG1804@2|Bacteria,1MU4A@1224|Proteobacteria,2TRSB@28211|Alphaproteobacteria,4BBUY@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	acyl-CoA transferases carnitine dehydratase	MA20_04515	-	2.8.3.16	ko:K07749	-	-	-	-	ko00000,ko01000	-	-	-	CoA_transf_3
Xanthobacter_chromosome_4363	1131814.JAFO01000001_gene3740	8.93e-149	424.0	COG3777@1|root,COG3777@2|Bacteria,1P96N@1224|Proteobacteria,2TV0U@28211|Alphaproteobacteria,3F12C@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	N-terminal half of MaoC dehydratase	MA20_04520	-	4.2.1.153	ko:K09709	ko00720,ko01120,ko01200,map00720,map01120,map01200	M00376	R09282	RC02479	ko00000,ko00001,ko00002,ko01000	-	-	-	MaoC_dehydrat_N,MaoC_dehydratas
Xanthobacter_chromosome_4364	1131814.JAFO01000001_gene3741	6.38e-128	371.0	COG2301@1|root,COG2301@2|Bacteria,1MW0A@1224|Proteobacteria,2TTC0@28211|Alphaproteobacteria,3F0E7@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	HpcH/HpaI aldolase/citrate lyase family	-	-	4.1.3.34	ko:K01644	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	HpcH_HpaI
Xanthobacter_chromosome_4365	596153.Alide_1298	2.1e-78	238.0	COG2128@1|root,COG2128@2|Bacteria,1MVWP@1224|Proteobacteria,2VS89@28216|Betaproteobacteria,4AG1D@80864|Comamonadaceae	28216|Betaproteobacteria	S	PFAM Carboxymuconolactone decarboxylase	-	-	-	-	-	-	-	-	-	-	-	-	CMD
Xanthobacter_chromosome_4366	13689.BV96_00160	6.69e-124	360.0	COG1028@1|root,COG1028@2|Bacteria,1MUFX@1224|Proteobacteria,2TRWN@28211|Alphaproteobacteria,2K5UJ@204457|Sphingomonadales	204457|Sphingomonadales	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
Xanthobacter_chromosome_4367	1207063.P24_01951	4.31e-62	201.0	COG1802@1|root,COG1802@2|Bacteria,1MXNB@1224|Proteobacteria,2TUI3@28211|Alphaproteobacteria,2JWXR@204441|Rhodospirillales	204441|Rhodospirillales	K	FCD	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
Xanthobacter_chromosome_4368	670292.JH26_11080	4.9e-135	393.0	COG3181@1|root,COG3181@2|Bacteria,1MU58@1224|Proteobacteria,2TQWK@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	TctC
Xanthobacter_chromosome_4369	1131814.JAFO01000001_gene543	3.01e-66	203.0	COG0073@1|root,COG0073@2|Bacteria,1RGU7@1224|Proteobacteria,2U9AH@28211|Alphaproteobacteria,3EZP0@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Putative tRNA binding domain	csaA	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0017101,GO:0017102,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K06878	-	-	-	-	ko00000	-	-	-	tRNA_bind
Xanthobacter_chromosome_4370	78245.Xaut_2560	3.88e-161	457.0	COG0617@1|root,COG0617@2|Bacteria,1MU2X@1224|Proteobacteria,2U3C9@28211|Alphaproteobacteria	28211|Alphaproteobacteria	J	Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases	-	-	2.7.7.72	ko:K00974	ko03013,map03013	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	PolyA_pol_RNAbd
Xanthobacter_chromosome_4371	78245.Xaut_2559	6.44e-289	794.0	COG0642@1|root,COG2205@2|Bacteria,1MUAK@1224|Proteobacteria,2TQRE@28211|Alphaproteobacteria,3EYV5@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain	envZ	-	2.7.13.3	ko:K07638	ko02020,ko02026,map02020,map02026	M00445,M00742,M00743	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA
Xanthobacter_chromosome_4372	1131814.JAFO01000001_gene546	7.56e-136	388.0	COG0745@1|root,COG0745@2|Bacteria,1MY3D@1224|Proteobacteria,2TSQF@28211|Alphaproteobacteria,3EYW8@335928|Xanthobacteraceae	28211|Alphaproteobacteria	T	Transcriptional regulatory protein, C terminal	petR	-	-	ko:K07659	ko02020,ko02026,map02020,map02026	M00445,M00742,M00743	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
Xanthobacter_chromosome_4373	78245.Xaut_2557	4.18e-93	276.0	COG1846@1|root,COG1846@2|Bacteria,1RIX7@1224|Proteobacteria,2U94M@28211|Alphaproteobacteria,3EZAA@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	helix_turn_helix multiple antibiotic resistance protein	petP	-	-	-	-	-	-	-	-	-	-	-	MarR_2
Xanthobacter_chromosome_4374	1131814.JAFO01000001_gene548	1.29e-198	552.0	COG0115@1|root,COG0115@2|Bacteria,1MVB0@1224|Proteobacteria,2TR1H@28211|Alphaproteobacteria,3EY8K@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family	ilvE	-	2.6.1.42	ko:K00826	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00036,M00119,M00570	R01090,R01214,R02199,R10991	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_4
Xanthobacter_chromosome_4375	78245.Xaut_2564	5.55e-262	723.0	COG0507@1|root,COG0507@2|Bacteria,1QCFP@1224|Proteobacteria,2V5WD@28211|Alphaproteobacteria,3EY6D@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	Helicase	-	-	-	-	-	-	-	-	-	-	-	-	Herpes_Helicase,PIF1
Xanthobacter_chromosome_4376	1131814.JAFO01000001_gene539	6.87e-190	533.0	COG0524@1|root,COG0524@2|Bacteria,1MUUC@1224|Proteobacteria,2TS9D@28211|Alphaproteobacteria,3EYHA@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	pfkB family carbohydrate kinase	pfkB	-	2.7.1.20,2.7.1.4	ko:K00847,ko:K00856	ko00051,ko00230,ko00500,ko00520,ko01100,map00051,map00230,map00500,map00520,map01100	-	R00185,R00760,R00867,R03920	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
Xanthobacter_chromosome_4377	1131814.JAFO01000001_gene538	3.3e-275	769.0	COG1109@1|root,COG1109@2|Bacteria,1MU24@1224|Proteobacteria,2TQWH@28211|Alphaproteobacteria,3EYJZ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	glmM	-	5.4.2.10	ko:K03431	ko00520,ko01100,ko01130,map00520,map01100,map01130	-	R02060	RC00408	ko00000,ko00001,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
