Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	4273943	4277656	+	AAFOLC_19630		HAD-IIIC family phosphatase	SO:0001217, UniRef:UniRef50_A0A858X1M1
contig_1	cds	4277640	4278449	+	AAFOLC_19635		hypothetical protein	PFAM:PF01648.23
contig_1	cds	4278687	4280033	+	AAFOLC_19640		hypothetical protein	PFAM:PF13533.9, PFAM:PF16576.8
contig_1	cds	4280049	4283183	+	AAFOLC_19645		Acriflavine resistance protein B	SO:0001217, UniRef:UniRef50_A0A0S6UYM9
contig_1	cds	4283180	4286290	+	AAFOLC_19650		Acriflavine resistance protein B	SO:0001217, UniRef:UniRef50_A0A858XAC4
contig_1	cds	4286357	4287211	+	AAFOLC_19655		Hydrolase-4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2V3U8W8
contig_1	cds	4287277	4288074	-	AAFOLC_19660		ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component	SO:0001217, UniRef:UniRef50_Q3SUV4
contig_1	cds	4288071	4289450	-	AAFOLC_19665		Amidase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Z9PZM0
contig_1	cds	4289546	4290553	-	AAFOLC_19670	tauA	Taurinebinding periplasmic protein TauA	SO:0001217, UniRef:UniRef50_A0A160UFU3
contig_1	cds	4290624	4291451	-	AAFOLC_19675	tauC	Taurine transport system permease protein tauC	SO:0001217, UniRef:UniRef50_M1FLU6
contig_1	cds	4291448	4292752	-	AAFOLC_19680		M20 family peptidase	SO:0001217, UniRef:UniRef50_A0A4P7XGI8
contig_1	cds	4292889	4293785	+	AAFOLC_19685		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2D7F5T4
contig_1	cds	4294334	4295557	+	AAFOLC_19690		Putative formyl-CoA transferase	SO:0001217, UniRef:UniRef50_B3RD63
contig_1	cds	4295616	4296611	+	AAFOLC_19695		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_B3RD64
contig_1	cds	4296619	4297410	+	AAFOLC_19700	echA8	Putative enoyl-CoA hydratase echA8	SO:0001217, UniRef:UniRef50_A0A3S4BZJ2
contig_1	cds	4297441	4298082	+	AAFOLC_19705		hypothetical protein	
contig_1	cds	4298293	4298757	+	AAFOLC_19710	tctB	Tripartite tricarboxylate transporter TctB family protein	SO:0001217, UniRef:UniRef50_A7IEY7
contig_1	cds	4298767	4300266	+	AAFOLC_19715		tripartite tricarboxylate transporter permease	KEGG:K07793, SO:0001217, UniRef:UniRef50_P70795, UniRef:UniRef90_UPI001EE048B6
contig_1	cds	4300850	4300951	+	AAFOLC_19720		hypothetical protein	
contig_1	cds	4301023	4301853	-	AAFOLC_19725		hypothetical protein	PFAM:PF09339.13
contig_1	cds	4301973	4302959	+	AAFOLC_19730		Tripartite tricarboxylate transporter substrate binding protein	SO:0001217, UniRef:UniRef50_A0A0T5NRQ7
contig_1	cds	4303015	4303569	+	AAFOLC_19735		hypothetical protein	
contig_1	cds	4303575	4305071	+	AAFOLC_19740		C4-dicarboxylate ABC transporter permease	SO:0001217, UniRef:UniRef50_H0J1I0
contig_1	cds	4305217	4306974	+	AAFOLC_19745		Acetolactate synthase large subunit	SO:0001217, UniRef:UniRef50_A0A0D6HTB5
contig_1	cds	4307055	4307819	-	AAFOLC_19750		Carbon monoxide dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0T6Z469
contig_1	cds	4307833	4308234	-	AAFOLC_19755		aldehyde dehydrogenase family protein	SO:0001217, UniRef:UniRef50_UPI000E65057A
contig_1	cds	4308231	4308551	-	AAFOLC_19760		(pseudo) aldehyde dehydrogenase family protein	SO:0001217, UniRef:UniRef50_A0A7H4ME11, UniRef:UniRef90_UPI001F26D017
contig_1	cds	4308704	4309834	-	AAFOLC_19765		S-(Hydroxymethyl)glutathione dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0J6CAC8
contig_1	cds	4309969	4310844	+	AAFOLC_19770		Carbon monoxide dehydrogenase medium chain	SO:0001217, UniRef:UniRef50_C3MI42
contig_1	cds	4310841	4311323	+	AAFOLC_19775		Caffeine dehydrogenase subunit gamma	SO:0001217, UniRef:UniRef50_D7REY5
contig_1	cds	4311320	4313704	+	AAFOLC_19780		Carbon-monoxide dehydrogenase large subunit	SO:0001217, UniRef:UniRef50_A0A7W6X571
contig_1	cds	4313738	4315282	-	AAFOLC_19785		Long-chain-fatty-acid--CoA ligase protein	SO:0001217, UniRef:UniRef50_A0A060I759
contig_1	cds	4315326	4316075	-	AAFOLC_19790		3-oxoacyl-[acyl-carrier-protein] reductase	SO:0001217, UniRef:UniRef50_C3MI50
contig_1	cds	4316138	4316899	-	AAFOLC_19795	attM	N-acyl homoserine lactonase AttM	SO:0001217, UniRef:UniRef50_A0A0S3PZX8
contig_1	cds	4316931	4317704	-	AAFOLC_19800		2,3-dehydroadipyl-CoA hydratase	SO:0001217, UniRef:UniRef50_A0A0S3Q002
contig_1	cds	4317714	4318172	-	AAFOLC_19805		putative thioesterase	SO:0001217, UniRef:UniRef50_Q0KBV1
contig_1	cds	4318580	4319827	+	AAFOLC_19810		Peripla-BP-6 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0X8HCF9
contig_1	cds	4319901	4320965	-	AAFOLC_19815		Transcriptional regulator	SO:0001217, UniRef:UniRef50_K8PTM7
contig_1	cds	4321404	4322312	-	AAFOLC_19820	lysR	LysR substrate-binding domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0007DA279D, UniRef:UniRef90_UPI001EE149B2
contig_1	cds	4322665	4323918	+	AAFOLC_19825		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_UPI0004ACD8BA, UniRef:UniRef90_UPI0004ACD8BA
contig_1	cds	4323923	4324711	+	AAFOLC_19830		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D7PR01
contig_1	cds	4324698	4325408	+	AAFOLC_19835		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_UPI001BD33D07, UniRef:UniRef90_UPI00045E7101
contig_1	cds	4325458	4326321	+	AAFOLC_19840		branched-chain amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_UPI001EDF7B19, UniRef:UniRef90_UPI001EDF7B19
contig_1	cds	4326324	4327340	+	AAFOLC_19845		branched-chain amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_UPI001EDF3EAC, UniRef:UniRef90_UPI001EDF3EAC
contig_1	cds	4327385	4327873	+	AAFOLC_19850		ester cyclase	SO:0001217, UniRef:UniRef50_A0A4D7B0I5, UniRef:UniRef90_UPI00045EB696
contig_1	cds	4327918	4328568	+	AAFOLC_19855	nthA	nitrile hydratase subunit alpha	SO:0001217, UniRef:UniRef50_P29378, UniRef:UniRef90_UPI00045EA061
contig_1	cds	4328565	4329227	+	AAFOLC_19860		Nitrile hydratase subunit beta	SO:0001217, UniRef:UniRef50_A0A5A7YHZ7
contig_1	cds	4329211	4329582	+	AAFOLC_19865		Nitrile hydratase	SO:0001217, UniRef:UniRef50_A0A0J6SZT0
contig_1	cds	4329582	4330949	+	AAFOLC_19870		Indoleacetamide hydrolase	SO:0001217, UniRef:UniRef50_A0A257KIP0
contig_1	cds	4331135	4332001	+	AAFOLC_19875	tauB	Taurine import ATP-binding protein TauB	SO:0001217, UniRef:UniRef50_F8JEK6
contig_1	cds	4332013	4332789	+	AAFOLC_19880		ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	SO:0001217, UniRef:UniRef50_Q2W666
contig_1	cds	4332814	4333755	+	AAFOLC_19885		ABC-type nitrate/sulfonate/bicarbonate transport system substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A4R3LX01
contig_1	cds	4333869	4335017	+	AAFOLC_19890		Metallophos domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7X2FYF6
contig_1	cds	4335121	4335864	+	AAFOLC_19895		Crp/Fnr family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A431MBK6
contig_1	cds	4336291	4337196	-	AAFOLC_19900		Carbonate dehydratase	SO:0001217, UniRef:UniRef50_B8GUA3
contig_1	cds	4337318	4338022	+	AAFOLC_19905		Putative quercetin 2,3-dioxygenase sll1773	SO:0001217, UniRef:UniRef50_P73623
contig_1	cds	4338088	4338804	+	AAFOLC_19910		Isochorismatase family protein	SO:0001217, UniRef:UniRef50_L1KIQ6
contig_1	cds	4338834	4339199	+	AAFOLC_19915		Transposase	SO:0001217, UniRef:UniRef50_A0A0F7KXK4
contig_1	cds	4339175	4339591	+	AAFOLC_19920		DDE-Tnp-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A512BXH1
contig_1	cds	4339692	4340261	+	AAFOLC_19925		ABM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I2F1K2
contig_1	cds	4340400	4342289	+	AAFOLC_19930		Amidohydrolase 3	SO:0001217, UniRef:UniRef50_A0A379KFS3
contig_1	cds	4342301	4342762	+	AAFOLC_19935	doxX	DoxX family protein	SO:0001217, UniRef:UniRef50_Q1LCF3
contig_1	cds	4342759	4343445	+	AAFOLC_19940		DUF1275 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A679JPC2
contig_1	cds	4343958	4344254	+	AAFOLC_19945		Transposase	SO:0001217, UniRef:UniRef50_A0A259KUN9
contig_1	cds	4344251	4345078	+	AAFOLC_19950		Tropinesterase	SO:0001217, UniRef:UniRef50_A0A5S9NBR4
contig_1	cds	4345150	4345911	+	AAFOLC_19955		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_K8PTL3
contig_1	cds	4345939	4347048	-	AAFOLC_19960		S-(Hydroxymethyl)glutathione dehydrogenase/alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A7W7Z6Y8, UniRef:UniRef90_A0A848K581
contig_1	cds	4347053	4347775	-	AAFOLC_19965	lptB	Lipopolysaccharide export system ATP-binding protein LptB	SO:0001217, UniRef:UniRef50_A0A380W7T0
contig_1	cds	4347775	4348578	-	AAFOLC_19970	lptB	Lipopolysaccharide export system ATP-binding protein LptB	SO:0001217, UniRef:UniRef50_A0A0S3PZG0
contig_1	cds	4348582	4349598	-	AAFOLC_19975		Branched-chain amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_K8PTK8
contig_1	cds	4349595	4350476	-	AAFOLC_19980		Branched-chain amino acid transport system permease protein	SO:0001217, UniRef:UniRef50_K8PGD5, UniRef:UniRef90_A0A848K7J4
contig_1	cds	4350489	4351766	-	AAFOLC_19985		Peripla-BP-6 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S3PZG3
contig_1	cds	4352114	4352914	+	AAFOLC_19990		Fatty acid hydroxylase domain-containing protein	SO:0001217, UniRef:UniRef50_F8BVD5
contig_1	cds	4352946	4353350	+	AAFOLC_19995		DUF3429 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A848K2N1
contig_1	cds	4353458	4353643	+	AAFOLC_20000		Cytochrome-c oxidase, cbb3-type subunit I	SO:0001217, UniRef:UniRef50_A0A533J2I3
contig_1	cds	4353718	4354092	+	AAFOLC_20005		ABM domain-containing protein	SO:0001217, UniRef:UniRef50_B9JAS7
contig_1	cds	4354441	4354842	+	AAFOLC_20010		hypothetical protein	
contig_1	cds	4354844	4355311	+	AAFOLC_20015		DUF2924 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E3GWR1
contig_1	cds	4355304	4356803	+	AAFOLC_20020		Recombinase family protein	SO:0001217, UniRef:UniRef50_A0A0Q6KI25
contig_1	tRNA	4357055	4357128	-	AAFOLC_20025	trnQ	tRNA-Gln(ctg)	SO:0000261
contig_1	cds	4357391	4357597	+	AAFOLC_20030		DUF1127 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7A365
contig_1	cds	4357930	4360056	-	AAFOLC_20035		peptidoglycan glycosyltransferase	SO:0001217, UniRef:UniRef50_A4YUV4
contig_1	cds	4360053	4365335	-	AAFOLC_20040		Alpha-2-macroglobulin	SO:0001217, UniRef:UniRef50_A0A848K5H0
contig_1	cds	4365492	4366109	-	AAFOLC_20045		Putative glycosyl transferase, family 2	SO:0001217, UniRef:UniRef50_A7IKE4
contig_1	cds	4366364	4366618	+	AAFOLC_20050		DUF3467 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6S6QS07
contig_1	cds	4366788	4367114	-	AAFOLC_20055		Class I SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A191ZEK3
contig_1	cds	4367282	4367575	+	AAFOLC_20060		PRTRC system protein C	SO:0001217, UniRef:UniRef50_A7IJF3
contig_1	cds	4367956	4369530	+	AAFOLC_20065	leuA	2-isopropylmalate synthase	COG:COG0119, COG:E, SO:0001217, UniRef:UniRef50_Q89GB0, UniRef:UniRef90_A7IEY5
contig_1	cds	4370156	4370617	+	AAFOLC_20070	tctB	Tripartite tricarboxylate transporter TctB family protein	SO:0001217, UniRef:UniRef50_A7IEY7
contig_1	cds	4370628	4372127	+	AAFOLC_20075		Tripartite tricarboxylate transporter permease	SO:0001217, UniRef:UniRef50_H6RNU4, UniRef:UniRef90_A0A258JQK3
contig_1	tRNA	4372299	4372374	+	AAFOLC_20080	trnK	tRNA-Lys(ctt)	SO:0000265
contig_1	cds	4373163	4374644	-	AAFOLC_20085		Tripartite tricarboxylate transporter permease	SO:0001217, UniRef:UniRef50_A0A1F4AVY9
contig_1	cds	4374649	4375089	-	AAFOLC_20090	tctB	Tripartite tricarboxylate transporter TctB family protein	SO:0001217, UniRef:UniRef50_A0A285SGG2
contig_1	cds	4375073	4375783	-	AAFOLC_20095	gntR	Transcriptional regulator, GntR family	SO:0001217, UniRef:UniRef50_A0A285SH82
contig_1	cds	4375810	4376664	-	AAFOLC_20100		Alpha/beta hydrolase fold	SO:0001217, UniRef:UniRef50_A0A2X1GMG4
contig_1	cds	4376714	4377295	-	AAFOLC_20105		Peptide synthetase	SO:0001217, UniRef:UniRef50_C5AL67
contig_1	cds	4377399	4378373	-	AAFOLC_20110		Tripartite tricarboxylate transporter substrate binding protein	SO:0001217, UniRef:UniRef50_A0A257ZMZ4
contig_1	cds	4378564	4380393	+	AAFOLC_20115	xoxF	Putative dehydrogenase XoxF	SO:0001217, UniRef:UniRef50_P29968
contig_1	cds	4380542	4382167	-	AAFOLC_20120		TRAP transporter large permease protein	SO:0001217, UniRef:UniRef50_A0A0K0Y7T4
contig_1	cds	4382173	4382853	-	AAFOLC_20125		TRAP transporter small permease protein	SO:0001217, UniRef:UniRef50_A0A2R4MIV3
contig_1	cds	4383113	4384117	-	AAFOLC_20130	dctP	TRAP transporter solute receptor, DctP family protein	SO:0001217, UniRef:UniRef50_Q0G0B7
contig_1	cds	4384470	4385834	-	AAFOLC_20135	tyrR	Transcriptional regulatory protein TyrR	SO:0001217, UniRef:UniRef50_A0A3M5PEF6
contig_1	cds	4385911	4387746	-	AAFOLC_20140		C4-dicarboxylate transport sensor protein	SO:0001217, UniRef:UniRef50_A0A2D8K6Q5
contig_1	cds	4387892	4389010	-	AAFOLC_20145		Alanine racemase	SO:0001217, UniRef:UniRef50_A0A6S6QT88
contig_1	cds	4389007	4389687	-	AAFOLC_20150	gntR	GntR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A259KZQ0
contig_1	cds	4389814	4391022	-	AAFOLC_20155		Alanine-glyoxylate transaminase/serine-glyoxylate transaminase/serine-pyruvate transaminase	SO:0001217, UniRef:UniRef50_A0A7W6SFU7
contig_1	cds	4391122	4394088	+	AAFOLC_20160		D-lactate dehydrogenase	SO:0001217, UniRef:UniRef50_A8LNG3
contig_1	cds	4394231	4395208	+	AAFOLC_20165		TRAP transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_K2JUH2
contig_1	cds	4395480	4396088	+	AAFOLC_20170		TRAP transporter small permease protein	SO:0001217, UniRef:UniRef50_A0A2H5EZT9
contig_1	cds	4396085	4397380	+	AAFOLC_20175		TRAP transporter large permease protein	SO:0001217, UniRef:UniRef50_V4YLJ6, UniRef:UniRef90_A0A3L7AP35
contig_1	cds	4397462	4398709	+	AAFOLC_20180		Formyl-coenzyme A transferase	SO:0001217, UniRef:UniRef50_A0A380WBC1
contig_1	cds	4398706	4399482	+	AAFOLC_20185		Methylmalonyl-CoA decarboxylase	SO:0001217, UniRef:UniRef50_A0A380WD84
contig_1	cds	4399687	4399866	+	AAFOLC_20190		DUF465 domain-containing protein	SO:0001217, UniRef:UniRef50_J7QIV5
contig_1	cds	4400874	4402688	+	AAFOLC_20195		ATP-binding protein Uup	SO:0001217, UniRef:UniRef50_A0A0X8CHY1
contig_1	cds	4403032	4403217	+	AAFOLC_20200	tatB	Twin arginine-targeting protein translocase TatB	SO:0001217, UniRef:UniRef50_A0A4U8YXN1
contig_1	cds	4403452	4404693	+	AAFOLC_20205	argJ	Arginine biosynthesis bifunctional protein ArgJ	SO:0001217, UniRef:UniRef50_Q9A3Y4
contig_1	cds	4404690	4405094	+	AAFOLC_20210		(Deoxy)nucleoside triphosphate pyrophosphohydrolase	SO:0001217, UniRef:UniRef50_A0A651FVE5, UniRef:UniRef90_A0A3L7AM75
contig_1	cds	4405117	4405971	+	AAFOLC_20215	eamA	EamA family transporter	SO:0001217, UniRef:UniRef50_A0A160NTW5
contig_1	cds	4405997	4406848	+	AAFOLC_20220		SDR family NAD(P)-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0S2EKD7
contig_1	cds	4407015	4408124	+	AAFOLC_20225		3-isopropylmalate dehydrogenase	SO:0001217, UniRef:UniRef50_P24404
contig_1	cds	4408229	4408591	-	AAFOLC_20230		(2Fe-2S) ferredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_Q9ANL5
contig_1	cds	4408927	4409649	-	AAFOLC_20235	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, SO:0001217, UniRef:UniRef50_P50204, UniRef:UniRef90_A0A3L7APQ0
contig_1	cds	4409865	4411043	-	AAFOLC_20240	paaJ	Acetyl-CoA acetyltransferase	COG:COG0183, COG:I, SO:0001217, UniRef:UniRef50_Q5XI22, UniRef:UniRef90_A7IJZ5
contig_1	cds	4411285	4411920	+	AAFOLC_20245	phaR	Polyhydroxyalkanoate synthesis repressor PhaR	SO:0001217, UniRef:UniRef50_Q6NCE2
contig_1	cds	4412264	4412668	-	AAFOLC_20250		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A3L7AM94
contig_1	cds	4412933	4413118	-	AAFOLC_20255	rpmF	50S ribosomal protein L32	COG:COG0333, COG:J, GO:0003735, GO:0006412, GO:0015934, SO:0001217, UniParc:UPI000BD66D49, UniRef:UniRef100_A0A258M019, UniRef:UniRef50_A5ETH1, UniRef:UniRef90_A8IJI4
contig_1	cds	4413641	4414570	+	AAFOLC_20260		Parvulin-like PPIase	SO:0001217, UniRef:UniRef50_A0A1M3NMI8
contig_1	cds	4414646	4415143	-	AAFOLC_20265		4HBT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3G9IFI5
contig_1	cds	4415251	4416192	-	AAFOLC_20270		SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A3L7ARC5
contig_1	cds	4416386	4416889	+	AAFOLC_20275		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2U1W112
contig_1	cds	4416886	4417335	+	AAFOLC_20280		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0N0KK65
contig_1	cds	4417354	4417749	-	AAFOLC_20285		DUF1850 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U7B2I4
contig_1	cds	4417746	4419851	-	AAFOLC_20290		C4-dicarboxylate ABC transporter	SO:0001217, UniRef:UniRef50_G8Q9I3
contig_1	cds	4420048	4420989	-	AAFOLC_20295		C4-dicarboxylate ABC transporter	SO:0001217, UniRef:UniRef50_G8Q9I4
contig_1	cds	4421261	4422571	+	AAFOLC_20300		Glycerate kinase hydroxypyruvate reductase	SO:0001217, UniRef:UniRef50_G7ZDB2
contig_1	cds	4422837	4423487	+	AAFOLC_20305		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258ZGL2
contig_1	cds	4423561	4423890	-	AAFOLC_20310	qacF	Quaternary ammonium compound-resistance protein QacF	SO:0001217, UniRef:UniRef50_Q9X2N9
contig_1	cds	4424066	4424614	+	AAFOLC_20315		hypothetical protein	PFAM:PF03061.25, PFAM:PF14539.9
contig_1	cds	4424628	4425341	+	AAFOLC_20320		Sugar fermentation stimulation -like protein	SO:0001217, UniRef:UniRef50_Q2RWF6
contig_1	cds	4425480	4426349	+	AAFOLC_20325	map	type I methionyl aminopeptidase	COG:COG0024, COG:J, SO:0001217, UniRef:UniRef50_A0A3M1PKV8, UniRef:UniRef90_A7IJU0
contig_1	cds	4426360	4427064	+	AAFOLC_20330	radC	DNA repair protein RadC	KEGG:K03630, SO:0001217, UniRef:UniRef50_A0A0D1P1K2, UniRef:UniRef90_A0A3L7A664
contig_1	cds	4427398	4428219	-	AAFOLC_20335		Pom domain-containing protein	SO:0001217, UniRef:UniRef50_A7ICM1
contig_1	cds	4428430	4429230	-	AAFOLC_20340		Inh domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C1KIS6
contig_1	cds	4429323	4430279	-	AAFOLC_20345	gyaR	Glyoxylate reductase GyaR	SO:0001217, UniRef:UniRef50_A0A066PN66
contig_1	cds	4430610	4431671	+	AAFOLC_20350	ugpC	sn-glycerol-3-phosphate import ATP-binding protein UgpC	SO:0001217, UniRef:UniRef50_A0A0S3Q0G0
contig_1	cds	4431797	4433107	+	AAFOLC_20355		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A2Z3IKE9
contig_1	cds	4433330	4434274	+	AAFOLC_20360	ugpA	ABC-type sugar transport system, permease component	COG:COG1175, COG:G, SO:0001217, UniRef:UniRef50_A7ICL6, UniRef:UniRef90_A7ICL6
contig_1	cds	4434468	4435370	+	AAFOLC_20365	ugpE	ABC-type glycerol-3-phosphate transport system, permease component	COG:COG0395, COG:G, SO:0001217, UniRef:UniRef50_K8PK43, UniRef:UniRef90_A8HSS3
contig_1	cds	4435334	4435444	-	AAFOLC_20370		hypothetical protein	
contig_1	cds	4435474	4435974	+	AAFOLC_20375		UPF0114 protein SAMN05661077_0300	SO:0001217, UniRef:UniRef50_A0A1G5AEJ9
contig_1	cds	4436273	4438045	+	AAFOLC_20380	mscS	MscS family membrane protein	SO:0001217, UniRef:UniRef50_A0A1M7ZQT0
contig_1	cds	4438052	4438927	-	AAFOLC_20385		Zn-dependent hydrolase	SO:0001217, UniRef:UniRef50_V4RRE0
contig_1	cds	4439187	4439327	+	AAFOLC_20390		DUF3096 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A848K115
contig_1	cds	4439499	4442168	+	AAFOLC_20395	ppdK	pyruvate, phosphate dikinase	COG:COG0574, COG:G, SO:0001217, UniRef:UniRef50_A0A2N3CVA2, UniRef:UniRef90_A7ICK9
contig_1	cds	4442332	4442583	+	AAFOLC_20400		GlsB/YeaQ/YmgE family stress response membrane protein	SO:0001217, UniRef:UniRef50_A1UTE6
contig_1	cds	4442629	4443402	-	AAFOLC_20405		Ureidoglycolate lyase	SO:0001217, UniRef:UniRef50_A0A7Z0VKZ8
contig_1	cds	4443608	4444492	-	AAFOLC_20410	sucD	succinate--CoA ligase subunit alpha	COG:C, COG:COG0074, SO:0001217, UniRef:UniRef50_A0A0N4YBH2, UniRef:UniRef90_A0A258JUK7
contig_1	cds	4444492	4445694	-	AAFOLC_20415		Succinate--CoA ligase [ADP-forming] subunit beta	SO:0001217, UniRef:UniRef50_A1UQV9
contig_1	cds	4446133	4447383	-	AAFOLC_20420	frc	formyl-CoA transferase	COG:COG1804, COG:I, SO:0001217, UniRef:UniRef50_A0A239JI37, UniRef:UniRef90_A7ICK4
contig_1	cds	4447537	4447983	-	AAFOLC_20425		Signal-transducing histidine kinase, putative	SO:0001217, UniRef:UniRef50_G0ABP3
contig_1	cds	4448079	4449356	-	AAFOLC_20430	frc	formyl-CoA transferase	EC:2.8.3.16, KEGG:K07749, SO:0001217, UniRef:UniRef50_O06644, UniRef:UniRef90_A0A3L6ZUH1
contig_1	cds	4449546	4451282	-	AAFOLC_20435	oxc	oxalyl-CoA decarboxylase	EC:4.1.1.8, KEGG:K01577, SO:0001217, UniRef:UniRef50_P40149, UniRef:UniRef90_A0A3L6ZTT2
contig_1	cds	4451352	4452176	-	AAFOLC_20440	gntR	GntR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0M3SX34
contig_1	cds	4452322	4453839	-	AAFOLC_20445	tctA	TctA family transporter	COG:COG3333, COG:R, KEGG:K07793, SO:0001217, UniRef:UniRef50_A6X3K4, UniRef:UniRef90_A0A3L6ZTK6
contig_1	cds	4454010	4454540	-	AAFOLC_20450	tctB	Tripartite tricarboxylate transporter TctB family protein	SO:0001217, UniRef:UniRef50_H0HQ62
contig_1	cds	4454636	4455649	-	AAFOLC_20455		Tricarboxylate transporter	SO:0001217, UniRef:UniRef50_A4G235
contig_1	cds	4455949	4456797	-	AAFOLC_20460	iclR	IclR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6P1YJJ8
contig_1	cds	4457109	4458140	+	AAFOLC_20465		2-dehydropantoate 2-reductase	SO:0001217, UniRef:UniRef50_Q987N5
contig_1	cds	4458327	4458503	-	AAFOLC_20470		hypothetical protein	
contig_1	cds	4458792	4459523	+	AAFOLC_20475		BPH-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2E1XTI7
contig_1	cds	4459523	4464412	+	AAFOLC_20480		hypothetical protein	
contig_1	cds	4464574	4465233	-	AAFOLC_20485		hypothetical protein	PFAM:PF06347.16, PFAM:PF08239.14
contig_1	cds	4465342	4466067	-	AAFOLC_20490	macB	Macrolide export ATP-binding/permease protein MacB	SO:0001217, UniRef:UniRef50_A0A2C9DCZ2
contig_1	cds	4466064	4467218	-	AAFOLC_20495		ABC transporter permease	SO:0001217, UniRef:UniRef50_D7A0W4
contig_1	cds	4467215	4468471	-	AAFOLC_20500		efflux RND transporter periplasmic adaptor subunit	SO:0001217, UniRef:UniRef50_UPI0019322CB0
contig_1	cds	4468813	4469529	+	AAFOLC_20505	ompR	Transcriptional regulatory protein OmpR	SO:0001217, UniRef:UniRef50_A0A0M7APF3
contig_1	cds	4469529	4470863	+	AAFOLC_20510		histidine kinase	SO:0001217, UniRef:UniRef50_A0A7W6K3C4
contig_1	cds	4470873	4471550	-	AAFOLC_20515		DUF3313 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001933CF8E
contig_1	cds	4472214	4472423	-	AAFOLC_20520		putative cold shock protein y4cH	SO:0001217, UniRef:UniRef50_P55390
contig_1	cds	4472723	4472905	-	AAFOLC_20525		DUF1653 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7AMF5
contig_1	cds	4473053	4473424	+	AAFOLC_20530	ytkA	YtkA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7ALW4
contig_1	cds	4473478	4473732	-	AAFOLC_20535	rpsU	30S ribosomal protein S21	SO:0001217, UniRef:UniRef50_Q11B64, UniRef:UniRef90_UPI001F2F21B0
contig_1	cds	4473854	4474669	-	AAFOLC_20540		Transglutaminase-like putative cysteine protease	SO:0001217, UniRef:UniRef50_A0A560L2D0
contig_1	cds	4474774	4475574	+	AAFOLC_20545		N-formylglutamate amidohydrolase	SO:0001217, UniRef:UniRef50_A0A0K2ZLQ2
contig_1	cds	4475747	4477135	+	AAFOLC_20550		UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase	SO:0001217, UniRef:UniRef50_A7IFK2
