locus_tag	EC
AAFOLC_21920	EC=2.3.1.183;EC=2.3.1.189
AAFOLC_21930	EC=4.2.1.17
AAFOLC_21940	EC=4.1.1.111;EC=5.99.1.2
AAFOLC_22035	EC=2.7.13.3
AAFOLC_22045	EC=2.7.1.191;EC=2.7.1.69
AAFOLC_22055	EC=2.7.13.3
AAFOLC_22070	EC=4.1.1.49
AAFOLC_22075	EC=1.6.5.11
AAFOLC_22080	EC=2.7.1.148
AAFOLC_22095	EC=2.7.7.6
AAFOLC_22110	EC=2.5.1.18
AAFOLC_22115	EC=1.4.3.19
AAFOLC_22125	EC=2.8.1.10
AAFOLC_22130	EC=2.5.1.3
AAFOLC_22145	EC=4.2.1.153
AAFOLC_22150	EC=4.1.3.34
AAFOLC_22160	EC=1.1.1.100;EC=1.1.1.47
AAFOLC_22175	EC=6.1.1.10
AAFOLC_22185	EC=2.7.13.3
AAFOLC_22200	EC=2.6.1.42
AAFOLC_22205	EC=3.6.4.12
AAFOLC_22215	EC=5.4.2.10
AAFOLC_22230	EC=1.5.1.2
AAFOLC_22240	EC=3.5.1.49;EC=3.5.1.77;EC=3.5.5.7
AAFOLC_22250	EC=3.6.1.3;EC=3.6.3.25
AAFOLC_22295	EC=2.5.1.145
AAFOLC_22320	EC=2.7.6.1
AAFOLC_22325	EC=2.4.1.15
AAFOLC_22330	EC=3.1.3.12
AAFOLC_22360	EC=3.1.2.1
AAFOLC_22370	EC=2.1.1.198
AAFOLC_22375	EC=3.1.3.48
AAFOLC_22380	EC=6.3.2.3
AAFOLC_22400	EC=6.6.1.1
AAFOLC_22410	EC=4.1.1.97
AAFOLC_22415	EC=3.1.1.29
AAFOLC_22420	EC=6.6.1.1
AAFOLC_22425	EC=3.5.2.6
AAFOLC_22430	EC=3.5.1.108
AAFOLC_22450	EC=6.3.2.4
AAFOLC_22455	EC=1.3.1.98
AAFOLC_22465	EC=2.7.1.217
AAFOLC_22470	EC=1.1.1.411
AAFOLC_22475	EC=6.3.2.12
AAFOLC_22480	EC=2.1.3.15
AAFOLC_22485	EC=4.2.1.20
AAFOLC_22495	EC=4.2.1.20
AAFOLC_22500	EC=5.3.1.24
AAFOLC_22510	EC=3.1.26.5
